Time;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;3990;3990;3990;3990;3990;3990;3990;3990;3990;H2O;H2O;4110;4110;4110;4110;4110;4110;4110;4110;4110;4170;4170;4170;4170;4170;4170;4170;4170;4170;H2O;H2O;4171;4171;4171;4171;4171;4171;4171;4171;4171;4172;4172;4172;4172;4172;4172;4172;4172;4172;H2O;H2O;4173;4173;4173;4173;4173;4173;4173;4173;4173;4174;4174;4174;4174;4174;4174;4174;4174;4174;H2O;H2O;4175;4175;4175;4175;4175;4175;4175;4175;4175;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;4136;4136;4136;4136;4136;4136;4136;4136;4136;H2O;H2O;H2O
Label;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;H2O
4.75;0.068;0.071;0.069;0.07;0.071;0.071;0.068;0.067;0.067;0.07;0.069;0.069;0.071;0.07;0.07;0.071;0.081;0.081;0.08;0.067;0.068;0.068;0.069;0.07;0.069;0.071;0.07;0.071;0.071;0.072;0.069;0.068;0.068;0.069;0.07;0.069;0.114;0.112;0.112;0.07;0.071;0.069;0.07;0.07;0.07;0.07;0.071;0.118;0.117;0.114;0.069;0.07;0.073;0.073;0.072;0.082;0.132;0.125;0.118;0.068;0.073;0.069;0.069;0.069;0.07;0.069;0.069;0.112;0.11;0.107;0.068;0.068;0.069;0.068;0.067;0.072;0.102;0.102;0.102;0.068;0.067;0.069;0.069;0.069;0.067;0.067;0.068;0.123;0.129;0.126;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.079;0.067;0.069;0.068;0.069;0.069;0.07;0.088;0.085;0.083;0.082;0.068;0.068;0.068
5;0.068;0.071;0.069;0.07;0.07;0.071;0.068;0.067;0.067;0.07;0.07;0.068;0.07;0.07;0.07;0.071;0.081;0.082;0.081;0.067;0.068;0.068;0.07;0.069;0.069;0.071;0.07;0.071;0.071;0.072;0.069;0.068;0.068;0.069;0.07;0.069;0.124;0.121;0.12;0.07;0.07;0.069;0.07;0.07;0.07;0.07;0.071;0.131;0.128;0.124;0.067;0.068;0.07;0.07;0.069;0.069;0.136;0.133;0.126;0.068;0.071;0.068;0.069;0.069;0.069;0.069;0.069;0.127;0.12;0.115;0.068;0.069;0.069;0.068;0.067;0.072;0.115;0.112;0.111;0.067;0.066;0.069;0.069;0.069;0.067;0.067;0.068;0.132;0.139;0.137;0.067;0.071;0.065;0.065;0.065;0.066;0.067;0.07;0.067;0.079;0.066;0.068;0.068;0.069;0.07;0.07;0.089;0.086;0.084;0.084;0.067;0.068;0.068
5.25;0.068;0.071;0.069;0.071;0.069;0.072;0.067;0.067;0.067;0.069;0.07;0.069;0.07;0.069;0.07;0.07;0.082;0.082;0.082;0.067;0.068;0.068;0.069;0.07;0.069;0.071;0.071;0.071;0.071;0.072;0.069;0.069;0.068;0.07;0.07;0.069;0.135;0.129;0.13;0.07;0.069;0.069;0.071;0.07;0.07;0.07;0.071;0.145;0.137;0.134;0.068;0.069;0.07;0.07;0.069;0.069;0.152;0.147;0.138;0.069;0.072;0.069;0.069;0.069;0.07;0.069;0.069;0.135;0.127;0.126;0.068;0.069;0.07;0.068;0.068;0.071;0.126;0.121;0.121;0.068;0.067;0.07;0.069;0.068;0.068;0.066;0.069;0.154;0.157;0.154;0.066;0.068;0.065;0.065;0.065;0.066;0.067;0.07;0.067;0.079;0.067;0.069;0.068;0.07;0.07;0.07;0.084;0.086;0.085;0.085;0.067;0.068;0.069
5.5;0.068;0.07;0.069;0.07;0.07;0.07;0.067;0.067;0.067;0.069;0.069;0.069;0.071;0.07;0.07;0.07;0.083;0.083;0.082;0.067;0.069;0.067;0.069;0.069;0.069;0.071;0.07;0.071;0.071;0.072;0.068;0.068;0.069;0.069;0.07;0.069;0.147;0.144;0.141;0.07;0.07;0.069;0.07;0.07;0.07;0.07;0.071;0.164;0.157;0.15;0.068;0.068;0.07;0.07;0.069;0.069;0.166;0.167;0.152;0.068;0.072;0.07;0.07;0.07;0.07;0.069;0.069;0.141;0.139;0.137;0.068;0.069;0.069;0.068;0.067;0.072;0.131;0.131;0.13;0.067;0.066;0.069;0.069;0.068;0.068;0.067;0.068;0.168;0.18;0.174;0.067;0.069;0.065;0.065;0.065;0.066;0.067;0.069;0.067;0.078;0.067;0.068;0.068;0.069;0.069;0.07;0.089;0.087;0.086;0.085;0.067;0.069;0.068
5.75;0.068;0.071;0.069;0.07;0.071;0.071;0.068;0.067;0.067;0.07;0.07;0.069;0.071;0.07;0.07;0.07;0.083;0.083;0.083;0.067;0.068;0.068;0.069;0.069;0.069;0.071;0.07;0.071;0.071;0.072;0.069;0.068;0.068;0.069;0.07;0.068;0.156;0.152;0.152;0.07;0.071;0.069;0.071;0.071;0.07;0.07;0.072;0.17;0.165;0.16;0.068;0.068;0.07;0.07;0.069;0.069;0.184;0.174;0.163;0.068;0.072;0.069;0.069;0.07;0.07;0.069;0.069;0.155;0.153;0.151;0.068;0.068;0.069;0.068;0.067;0.072;0.143;0.143;0.142;0.067;0.067;0.069;0.069;0.068;0.068;0.067;0.068;0.189;0.198;0.194;0.066;0.068;0.065;0.065;0.065;0.067;0.067;0.069;0.067;0.079;0.066;0.068;0.068;0.069;0.069;0.069;0.088;0.088;0.087;0.086;0.067;0.068;0.068
6;0.068;0.071;0.069;0.07;0.071;0.071;0.068;0.067;0.067;0.07;0.07;0.069;0.07;0.07;0.07;0.07;0.084;0.084;0.083;0.067;0.069;0.068;0.07;0.07;0.069;0.071;0.071;0.071;0.071;0.072;0.068;0.069;0.069;0.07;0.07;0.068;0.169;0.163;0.163;0.07;0.071;0.069;0.071;0.071;0.07;0.07;0.072;0.19;0.179;0.174;0.068;0.068;0.071;0.07;0.069;0.069;0.204;0.19;0.177;0.069;0.072;0.069;0.07;0.07;0.07;0.069;0.069;0.174;0.172;0.171;0.068;0.069;0.069;0.068;0.067;0.072;0.152;0.151;0.151;0.067;0.067;0.069;0.069;0.069;0.068;0.067;0.068;0.211;0.223;0.216;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.079;0.067;0.068;0.068;0.069;0.069;0.07;0.088;0.09;0.088;0.087;0.068;0.068;0.069
6.25;0.068;0.07;0.069;0.07;0.07;0.071;0.067;0.067;0.067;0.069;0.07;0.068;0.069;0.069;0.07;0.07;0.084;0.084;0.083;0.067;0.069;0.068;0.069;0.07;0.069;0.071;0.07;0.071;0.071;0.072;0.068;0.068;0.068;0.069;0.07;0.068;0.185;0.176;0.176;0.07;0.071;0.07;0.07;0.07;0.069;0.07;0.072;0.205;0.195;0.189;0.068;0.068;0.07;0.07;0.069;0.07;0.224;0.203;0.194;0.069;0.072;0.07;0.07;0.07;0.07;0.069;0.069;0.194;0.191;0.19;0.068;0.068;0.069;0.068;0.067;0.071;0.161;0.161;0.168;0.068;0.067;0.069;0.069;0.068;0.067;0.067;0.067;0.249;0.259;0.254;0.066;0.068;0.065;0.064;0.065;0.066;0.066;0.069;0.067;0.078;0.067;0.068;0.068;0.068;0.069;0.069;0.085;0.091;0.089;0.089;0.067;0.069;0.069
6.5;0.068;0.07;0.069;0.07;0.069;0.07;0.067;0.067;0.067;0.069;0.07;0.068;0.07;0.07;0.07;0.07;0.084;0.085;0.084;0.066;0.068;0.067;0.069;0.069;0.069;0.07;0.07;0.071;0.072;0.072;0.068;0.068;0.068;0.069;0.07;0.068;0.206;0.192;0.192;0.07;0.07;0.07;0.07;0.071;0.07;0.07;0.072;0.23;0.215;0.208;0.068;0.068;0.07;0.07;0.069;0.07;0.251;0.227;0.211;0.068;0.071;0.069;0.07;0.07;0.07;0.069;0.069;0.216;0.213;0.213;0.068;0.068;0.069;0.068;0.067;0.071;0.177;0.176;0.182;0.067;0.066;0.069;0.069;0.069;0.067;0.067;0.068;0.274;0.284;0.277;0.066;0.068;0.065;0.065;0.064;0.066;0.067;0.069;0.067;0.078;0.067;0.068;0.068;0.069;0.069;0.069;0.087;0.093;0.091;0.09;0.068;0.069;0.068
6.75;0.068;0.071;0.069;0.07;0.07;0.071;0.068;0.067;0.067;0.07;0.071;0.068;0.07;0.069;0.07;0.07;0.085;0.085;0.085;0.068;0.068;0.068;0.069;0.069;0.069;0.071;0.07;0.071;0.072;0.072;0.068;0.068;0.07;0.07;0.07;0.068;0.222;0.206;0.205;0.07;0.07;0.069;0.071;0.071;0.07;0.07;0.072;0.244;0.228;0.224;0.068;0.069;0.07;0.07;0.069;0.07;0.264;0.242;0.229;0.068;0.072;0.07;0.069;0.07;0.07;0.069;0.069;0.246;0.239;0.239;0.068;0.068;0.069;0.068;0.067;0.071;0.201;0.193;0.205;0.067;0.066;0.069;0.069;0.068;0.067;0.067;0.068;0.309;0.317;0.313;0.066;0.068;0.065;0.065;0.065;0.066;0.067;0.07;0.068;0.079;0.067;0.068;0.068;0.069;0.068;0.069;0.088;0.095;0.093;0.092;0.067;0.068;0.068
7;0.068;0.07;0.069;0.07;0.071;0.071;0.067;0.067;0.067;0.07;0.071;0.068;0.07;0.069;0.07;0.07;0.086;0.086;0.085;0.067;0.069;0.068;0.069;0.069;0.069;0.071;0.07;0.072;0.072;0.072;0.068;0.067;0.069;0.069;0.07;0.068;0.236;0.222;0.218;0.069;0.07;0.07;0.071;0.07;0.07;0.071;0.072;0.261;0.242;0.243;0.068;0.068;0.07;0.07;0.069;0.069;0.272;0.254;0.245;0.067;0.071;0.069;0.069;0.069;0.069;0.069;0.069;0.278;0.27;0.275;0.068;0.068;0.069;0.068;0.067;0.071;0.232;0.228;0.236;0.068;0.066;0.069;0.069;0.069;0.067;0.067;0.068;0.342;0.347;0.34;0.066;0.069;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.078;0.067;0.068;0.068;0.069;0.069;0.069;0.088;0.098;0.096;0.095;0.067;0.068;0.068
7.25;0.068;0.07;0.069;0.07;0.071;0.071;0.068;0.068;0.068;0.07;0.071;0.068;0.07;0.069;0.069;0.07;0.086;0.086;0.085;0.067;0.069;0.067;0.069;0.069;0.069;0.071;0.07;0.072;0.072;0.072;0.069;0.068;0.069;0.07;0.071;0.068;0.259;0.236;0.233;0.07;0.071;0.07;0.07;0.071;0.07;0.071;0.072;0.284;0.261;0.259;0.068;0.069;0.071;0.07;0.069;0.07;0.295;0.277;0.262;0.068;0.071;0.07;0.07;0.07;0.07;0.07;0.071;0.304;0.297;0.299;0.068;0.069;0.069;0.068;0.067;0.072;0.271;0.257;0.264;0.069;0.066;0.069;0.069;0.069;0.067;0.067;0.068;0.364;0.367;0.36;0.067;0.069;0.065;0.065;0.065;0.066;0.067;0.07;0.067;0.079;0.067;0.068;0.068;0.069;0.069;0.07;0.088;0.101;0.099;0.097;0.068;0.069;0.069
7.5;0.068;0.071;0.069;0.07;0.071;0.071;0.068;0.067;0.067;0.07;0.071;0.069;0.07;0.069;0.07;0.07;0.086;0.087;0.085;0.066;0.069;0.067;0.069;0.069;0.069;0.071;0.07;0.072;0.072;0.072;0.068;0.068;0.069;0.069;0.07;0.068;0.29;0.253;0.25;0.07;0.07;0.07;0.071;0.07;0.07;0.07;0.073;0.31;0.285;0.276;0.068;0.069;0.071;0.07;0.069;0.07;0.32;0.309;0.284;0.07;0.071;0.069;0.069;0.07;0.07;0.069;0.069;0.33;0.323;0.324;0.068;0.069;0.069;0.068;0.067;0.072;0.291;0.278;0.284;0.068;0.067;0.069;0.069;0.069;0.068;0.067;0.069;0.392;0.394;0.385;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.081;0.067;0.069;0.068;0.069;0.069;0.069;0.087;0.106;0.103;0.104;0.068;0.068;0.069
7.75;0.068;0.07;0.069;0.07;0.07;0.071;0.067;0.067;0.067;0.07;0.071;0.069;0.07;0.07;0.07;0.07;0.087;0.087;0.086;0.067;0.069;0.068;0.069;0.069;0.069;0.071;0.07;0.072;0.072;0.073;0.068;0.068;0.069;0.069;0.07;0.068;0.311;0.274;0.271;0.07;0.071;0.07;0.07;0.07;0.069;0.07;0.072;0.326;0.3;0.296;0.068;0.069;0.071;0.071;0.069;0.07;0.341;0.33;0.3;0.069;0.072;0.071;0.07;0.071;0.071;0.07;0.07;0.358;0.351;0.352;0.068;0.069;0.069;0.068;0.067;0.072;0.328;0.309;0.32;0.067;0.067;0.07;0.069;0.069;0.068;0.067;0.068;0.414;0.412;0.402;0.066;0.069;0.065;0.065;0.065;0.066;0.067;0.07;0.067;0.08;0.067;0.069;0.068;0.07;0.07;0.071;0.089;0.11;0.107;0.106;0.069;0.069;0.069
8;0.068;0.071;0.069;0.07;0.071;0.07;0.068;0.067;0.068;0.07;0.071;0.069;0.07;0.07;0.07;0.07;0.088;0.089;0.089;0.068;0.069;0.067;0.069;0.07;0.069;0.071;0.07;0.072;0.072;0.073;0.068;0.069;0.069;0.07;0.072;0.071;0.341;0.306;0.306;0.071;0.071;0.07;0.071;0.071;0.07;0.071;0.073;0.354;0.321;0.321;0.068;0.069;0.071;0.071;0.07;0.07;0.369;0.357;0.328;0.07;0.072;0.07;0.07;0.071;0.071;0.07;0.07;0.383;0.378;0.376;0.068;0.069;0.069;0.068;0.067;0.072;0.364;0.346;0.353;0.068;0.067;0.069;0.069;0.069;0.067;0.067;0.068;0.429;0.425;0.417;0.066;0.069;0.066;0.065;0.065;0.067;0.067;0.07;0.067;0.081;0.067;0.069;0.068;0.069;0.069;0.07;0.086;0.115;0.113;0.12;0.067;0.068;0.069
8.25;0.068;0.071;0.069;0.071;0.071;0.072;0.068;0.068;0.067;0.07;0.071;0.068;0.071;0.07;0.07;0.07;0.089;0.089;0.088;0.067;0.069;0.067;0.069;0.069;0.069;0.071;0.07;0.073;0.073;0.073;0.068;0.068;0.069;0.07;0.071;0.069;0.357;0.338;0.345;0.07;0.071;0.07;0.07;0.071;0.07;0.07;0.072;0.388;0.356;0.344;0.068;0.069;0.071;0.071;0.069;0.07;0.396;0.386;0.349;0.068;0.071;0.069;0.07;0.07;0.07;0.07;0.07;0.403;0.397;0.396;0.068;0.069;0.069;0.069;0.068;0.073;0.394;0.368;0.375;0.068;0.067;0.07;0.069;0.069;0.068;0.067;0.069;0.451;0.44;0.43;0.067;0.069;0.066;0.065;0.065;0.067;0.067;0.07;0.067;0.083;0.067;0.068;0.068;0.069;0.07;0.07;0.087;0.125;0.121;0.125;0.068;0.069;0.069
8.5;0.068;0.071;0.07;0.071;0.07;0.072;0.067;0.067;0.068;0.07;0.071;0.068;0.07;0.069;0.07;0.071;0.089;0.09;0.089;0.067;0.069;0.067;0.069;0.069;0.069;0.071;0.071;0.073;0.073;0.073;0.069;0.069;0.069;0.069;0.071;0.068;0.385;0.363;0.375;0.07;0.07;0.07;0.071;0.071;0.07;0.071;0.071;0.424;0.37;0.366;0.068;0.069;0.071;0.07;0.069;0.07;0.432;0.412;0.385;0.069;0.073;0.07;0.07;0.07;0.071;0.07;0.07;0.424;0.409;0.406;0.069;0.07;0.07;0.069;0.068;0.072;0.427;0.401;0.414;0.068;0.067;0.07;0.069;0.069;0.069;0.068;0.07;0.455;0.44;0.431;0.067;0.069;0.066;0.065;0.065;0.066;0.067;0.07;0.067;0.082;0.067;0.068;0.068;0.069;0.069;0.07;0.088;0.128;0.126;0.127;0.068;0.068;0.069
8.75;0.068;0.071;0.07;0.071;0.07;0.072;0.068;0.068;0.068;0.069;0.07;0.068;0.07;0.069;0.07;0.07;0.09;0.09;0.09;0.067;0.068;0.068;0.069;0.069;0.069;0.071;0.071;0.073;0.073;0.073;0.069;0.069;0.069;0.069;0.07;0.069;0.408;0.386;0.398;0.07;0.07;0.07;0.07;0.071;0.07;0.071;0.071;0.446;0.396;0.386;0.068;0.069;0.071;0.071;0.069;0.07;0.455;0.434;0.416;0.068;0.073;0.07;0.07;0.07;0.071;0.069;0.07;0.44;0.428;0.428;0.069;0.069;0.07;0.069;0.068;0.072;0.454;0.43;0.443;0.068;0.067;0.069;0.069;0.069;0.069;0.067;0.071;0.462;0.448;0.439;0.066;0.069;0.066;0.064;0.065;0.066;0.067;0.07;0.067;0.078;0.066;0.069;0.068;0.069;0.07;0.07;0.087;0.132;0.133;0.134;0.067;0.068;0.069
9;0.068;0.07;0.069;0.07;0.071;0.071;0.068;0.067;0.067;0.069;0.07;0.068;0.07;0.07;0.07;0.07;0.091;0.091;0.09;0.067;0.069;0.067;0.069;0.069;0.069;0.07;0.07;0.073;0.073;0.073;0.068;0.068;0.069;0.07;0.071;0.069;0.428;0.41;0.418;0.07;0.071;0.07;0.07;0.071;0.07;0.071;0.073;0.461;0.43;0.423;0.068;0.069;0.071;0.071;0.069;0.07;0.477;0.464;0.442;0.072;0.073;0.07;0.071;0.07;0.07;0.07;0.07;0.453;0.441;0.425;0.068;0.069;0.069;0.068;0.067;0.072;0.482;0.452;0.456;0.067;0.067;0.07;0.07;0.069;0.068;0.068;0.068;0.465;0.458;0.442;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.078;0.067;0.069;0.068;0.069;0.069;0.07;0.086;0.137;0.139;0.134;0.068;0.068;0.068
9.25;0.068;0.071;0.07;0.071;0.07;0.071;0.067;0.067;0.067;0.069;0.07;0.069;0.071;0.07;0.07;0.07;0.091;0.091;0.091;0.067;0.069;0.068;0.069;0.07;0.069;0.071;0.071;0.073;0.074;0.074;0.069;0.069;0.069;0.069;0.071;0.068;0.45;0.432;0.44;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.071;0.486;0.447;0.435;0.068;0.069;0.071;0.07;0.069;0.07;0.493;0.469;0.458;0.068;0.073;0.07;0.07;0.069;0.071;0.069;0.07;0.46;0.442;0.434;0.068;0.069;0.07;0.068;0.068;0.072;0.508;0.475;0.488;0.067;0.066;0.07;0.069;0.068;0.069;0.067;0.07;0.474;0.458;0.442;0.066;0.07;0.065;0.065;0.065;0.066;0.067;0.07;0.067;0.078;0.066;0.068;0.068;0.069;0.069;0.07;0.087;0.14;0.138;0.14;0.068;0.068;0.068
9.5;0.068;0.071;0.069;0.071;0.071;0.071;0.068;0.067;0.067;0.07;0.07;0.069;0.071;0.07;0.07;0.071;0.093;0.092;0.092;0.067;0.069;0.068;0.07;0.07;0.069;0.072;0.07;0.073;0.074;0.074;0.069;0.069;0.069;0.07;0.071;0.069;0.453;0.44;0.445;0.07;0.071;0.07;0.071;0.071;0.07;0.071;0.072;0.473;0.452;0.428;0.068;0.069;0.071;0.07;0.069;0.07;0.491;0.478;0.454;0.068;0.072;0.07;0.07;0.071;0.071;0.07;0.07;0.47;0.459;0.445;0.069;0.069;0.07;0.069;0.068;0.072;0.527;0.501;0.498;0.068;0.067;0.07;0.07;0.069;0.068;0.067;0.068;0.474;0.467;0.448;0.067;0.069;0.066;0.065;0.065;0.066;0.067;0.07;0.067;0.079;0.067;0.068;0.068;0.069;0.069;0.069;0.087;0.144;0.145;0.138;0.068;0.068;0.068
9.75;0.068;0.071;0.069;0.07;0.071;0.071;0.068;0.067;0.067;0.069;0.07;0.068;0.07;0.069;0.069;0.07;0.093;0.093;0.093;0.067;0.069;0.068;0.069;0.07;0.069;0.071;0.07;0.074;0.074;0.074;0.068;0.068;0.068;0.069;0.07;0.069;0.459;0.452;0.452;0.07;0.071;0.07;0.071;0.072;0.07;0.071;0.073;0.494;0.469;0.44;0.069;0.069;0.071;0.071;0.07;0.07;0.51;0.496;0.471;0.069;0.072;0.071;0.07;0.071;0.071;0.07;0.07;0.483;0.471;0.45;0.069;0.069;0.07;0.069;0.068;0.073;0.546;0.517;0.512;0.068;0.068;0.07;0.07;0.07;0.068;0.068;0.069;0.48;0.475;0.452;0.067;0.069;0.066;0.065;0.065;0.067;0.067;0.07;0.068;0.08;0.067;0.069;0.068;0.07;0.07;0.07;0.087;0.166;0.163;0.151;0.068;0.07;0.069
10;0.068;0.071;0.069;0.07;0.07;0.072;0.068;0.068;0.068;0.07;0.07;0.069;0.072;0.071;0.07;0.07;0.095;0.095;0.095;0.067;0.069;0.068;0.069;0.07;0.069;0.071;0.07;0.074;0.074;0.075;0.069;0.069;0.069;0.069;0.07;0.068;0.466;0.458;0.46;0.07;0.069;0.069;0.07;0.07;0.07;0.07;0.071;0.511;0.47;0.45;0.068;0.069;0.071;0.071;0.07;0.07;0.526;0.498;0.487;0.068;0.073;0.072;0.07;0.07;0.071;0.07;0.071;0.491;0.467;0.453;0.069;0.07;0.07;0.068;0.068;0.072;0.55;0.521;0.528;0.067;0.067;0.07;0.069;0.069;0.069;0.067;0.07;0.486;0.469;0.453;0.066;0.068;0.066;0.065;0.065;0.067;0.067;0.07;0.067;0.08;0.066;0.068;0.068;0.069;0.069;0.07;0.087;0.173;0.164;0.163;0.067;0.067;0.068
10.25;0.068;0.07;0.069;0.07;0.07;0.071;0.067;0.067;0.067;0.07;0.07;0.069;0.07;0.07;0.07;0.07;0.097;0.096;0.096;0.067;0.069;0.067;0.069;0.07;0.069;0.071;0.07;0.075;0.075;0.075;0.069;0.068;0.069;0.069;0.07;0.068;0.469;0.46;0.462;0.069;0.071;0.069;0.07;0.071;0.07;0.071;0.072;0.505;0.485;0.461;0.068;0.069;0.071;0.07;0.069;0.07;0.517;0.502;0.481;0.068;0.073;0.07;0.071;0.071;0.07;0.07;0.069;0.492;0.485;0.464;0.068;0.069;0.07;0.069;0.068;0.072;0.552;0.538;0.529;0.068;0.067;0.07;0.07;0.07;0.068;0.067;0.069;0.485;0.482;0.461;0.067;0.068;0.066;0.065;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.068;0.068;0.069;0.07;0.069;0.087;0.176;0.172;0.162;0.068;0.067;0.069
10.5;0.068;0.07;0.069;0.07;0.07;0.071;0.067;0.067;0.067;0.069;0.07;0.068;0.07;0.071;0.07;0.071;0.099;0.098;0.098;0.067;0.069;0.067;0.07;0.07;0.069;0.071;0.07;0.075;0.075;0.075;0.068;0.068;0.069;0.07;0.07;0.069;0.473;0.463;0.465;0.07;0.071;0.07;0.07;0.071;0.07;0.07;0.072;0.516;0.496;0.475;0.068;0.069;0.071;0.071;0.069;0.07;0.532;0.515;0.492;0.069;0.072;0.07;0.07;0.071;0.071;0.07;0.07;0.501;0.494;0.47;0.069;0.069;0.07;0.068;0.068;0.072;0.561;0.552;0.54;0.067;0.066;0.07;0.07;0.069;0.068;0.067;0.068;0.483;0.481;0.462;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.083;0.067;0.068;0.068;0.069;0.069;0.069;0.087;0.18;0.18;0.17;0.068;0.069;0.069
10.75;0.068;0.071;0.069;0.07;0.07;0.071;0.067;0.067;0.067;0.07;0.07;0.069;0.07;0.07;0.07;0.07;0.102;0.1;0.1;0.067;0.069;0.067;0.069;0.07;0.069;0.071;0.07;0.076;0.076;0.076;0.068;0.068;0.069;0.07;0.071;0.069;0.472;0.462;0.464;0.07;0.071;0.07;0.071;0.071;0.07;0.071;0.072;0.521;0.506;0.48;0.068;0.069;0.071;0.07;0.069;0.07;0.529;0.515;0.494;0.069;0.072;0.072;0.07;0.071;0.071;0.07;0.071;0.509;0.504;0.481;0.068;0.069;0.069;0.069;0.068;0.073;0.574;0.572;0.548;0.069;0.066;0.07;0.069;0.069;0.068;0.068;0.069;0.494;0.489;0.471;0.066;0.068;0.065;0.065;0.065;0.067;0.067;0.071;0.069;0.086;0.066;0.068;0.068;0.069;0.069;0.069;0.086;0.196;0.193;0.185;0.067;0.067;0.068
11;0.068;0.071;0.069;0.07;0.071;0.071;0.067;0.067;0.067;0.07;0.07;0.068;0.07;0.071;0.07;0.07;0.105;0.103;0.104;0.068;0.069;0.067;0.07;0.07;0.069;0.071;0.07;0.077;0.077;0.076;0.068;0.068;0.069;0.07;0.071;0.069;0.473;0.465;0.464;0.07;0.071;0.07;0.072;0.073;0.071;0.071;0.072;0.522;0.508;0.481;0.068;0.069;0.071;0.07;0.069;0.07;0.529;0.52;0.498;0.068;0.072;0.07;0.07;0.071;0.07;0.07;0.07;0.517;0.51;0.49;0.069;0.069;0.069;0.068;0.068;0.072;0.573;0.559;0.545;0.068;0.067;0.07;0.07;0.069;0.068;0.067;0.068;0.485;0.482;0.464;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.069;0.068;0.069;0.069;0.07;0.086;0.206;0.203;0.194;0.068;0.069;0.069
11.25;0.068;0.071;0.07;0.071;0.07;0.072;0.067;0.067;0.067;0.069;0.07;0.069;0.069;0.07;0.069;0.07;0.108;0.105;0.106;0.067;0.068;0.067;0.069;0.07;0.069;0.07;0.071;0.077;0.078;0.077;0.068;0.069;0.069;0.07;0.071;0.068;0.468;0.458;0.459;0.069;0.07;0.07;0.07;0.071;0.07;0.07;0.071;0.531;0.492;0.471;0.068;0.069;0.071;0.07;0.069;0.07;0.53;0.505;0.497;0.069;0.072;0.07;0.07;0.07;0.071;0.069;0.07;0.512;0.497;0.486;0.069;0.07;0.07;0.069;0.068;0.072;0.566;0.552;0.558;0.067;0.067;0.07;0.069;0.068;0.069;0.067;0.07;0.492;0.48;0.469;0.066;0.068;0.065;0.065;0.065;0.066;0.067;0.07;0.067;0.082;0.066;0.069;0.068;0.069;0.069;0.07;0.083;0.226;0.214;0.216;0.068;0.069;0.068
11.5;0.068;0.071;0.069;0.07;0.071;0.071;0.068;0.067;0.067;0.069;0.07;0.069;0.07;0.07;0.069;0.07;0.111;0.109;0.109;0.068;0.069;0.067;0.069;0.07;0.069;0.071;0.07;0.078;0.079;0.078;0.068;0.067;0.068;0.07;0.07;0.068;0.466;0.46;0.46;0.07;0.07;0.07;0.07;0.071;0.069;0.07;0.072;0.529;0.509;0.484;0.068;0.069;0.071;0.07;0.069;0.07;0.535;0.52;0.5;0.068;0.072;0.07;0.07;0.07;0.071;0.07;0.07;0.528;0.524;0.504;0.068;0.069;0.07;0.069;0.068;0.072;0.593;0.585;0.571;0.068;0.066;0.07;0.07;0.069;0.068;0.067;0.068;0.503;0.5;0.485;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.083;0.067;0.068;0.068;0.069;0.069;0.07;0.086;0.243;0.233;0.226;0.068;0.068;0.068
